Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 01 - Ein Junge überlebt.mp3;CD01 - 01 - Ein Junge ueberlebt (00044-00318).mp3;44;318;238;100729;harry potter und der stein der weisen von joanne k rowling aus dem englischen von klaus fritz;harry potter und der stein der weisen von joanne k rowling aus dem englischen von klaus fritz;translate;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 01 - Ein Junge überlebt.mp3;CD01 - 01 - Ein Junge ueberlebt (00342-00563).mp3;342;563;494;208983;gelesen von felix von manteuffel ein junge überlebt mr und mrs dursley im ligusterweg nummer vier waren stolz darauf ganz und gar normal zu sein;gelesen von felix von manteuffel ein junge überlebt mr und mrs dursley im ligusterweg nummer vier waren stolz darauf ganz und gar normal zu sein;translate;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (00577-00627).mp3;577;627;50;21316;sehr stolz sogar;sehr stolz sogar;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (00646-00770).mp3;646;770;124;52245;niemand wäre auf die idee gekommen sie könnten sich;niemand wäre auf die idee gekommen sie könnten sich;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (00778-00857).mp3;778;857;79;33437;in eine merkwürdige und;in eine merkwürdige und;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (00857-00964).mp3;857;964;107;45140;geheimnisvolle geschichte verstricken;geheimnisvolle geschichte verstricken;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (00965-01110).mp3;965;1110;145;61023;denn mit solchem unsinn wollten sie nichts zu tun haben;denn mit solchem unsinn wollten sie nichts zu tun haben;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (01167-01395).mp3;1167;1395;216;91116;mr dursley war direktor einer firma namens grunnings die bohrmaschinen herstellte;mr dursley war direktor einer firma namens grunnings die bohrmaschinen herstellte;translate;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (01418-01508).mp3;1418;1508;90;38035;er war groß und bullig;er war groß und bullig;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (01514-01841).mp3;1514;1841;296;124972;und hatte fast keinen hals dafür aber einen sehr großen schnurrbart mrs dursley war dünn und blond;und hatte fast keinen hals dafür aber einen sehr großen schnurrbart mrs dursley war dünn und blond;translate;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (01856-02083).mp3;1856;2083;227;95295;und besaß doppelt so viel hals wie notwendig gewesen wäre was allerdings sehr nützlich war denn so;und besaß doppelt so viel hals wie notwendig gewesen wäre was allerdings sehr nützlich war denn so;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (02085-02268).mp3;2085;2268;183;76905;konnte sie den hals über den gartenzaun recken und zu den nachbarn;konnte sie den hals über den gartenzaun recken und zu den nachbarn;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (02742-02970).mp3;2742;2970;224;94460;die dursleys besaßen alles was sie wollten doch sie hatten auch ein geheimnis;die dursleys besaßen alles was sie wollten doch sie hatten auch ein geheimnis;translate;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (02976-03126).mp3;2976;3126;150;63112;und dass es jemand aufdecken könnte war ihre größte sorge;und dass es jemand aufdecken könnte war ihre größte sorge;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (03162-03291).mp3;3162;3291;129;54335;einfach unerträglich wäre es wenn;einfach unerträglich wäre es wenn;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (03301-03423).mp3;3301;3423;122;51409;die sache mit den potters herauskommen würde;die sache mit den potters herauskommen würde;train;0
J. K. Rowling;Felix von Manteuffel;Harry Potter - 01 - und der Stein der Weisen;CD01 - 02 - Ein Junge überlebt.mp3;CD01 - 02 - Ein Junge ueberlebt (03453-03865).mp3;3453;3865;399;167603;mrs potter war die schwester von mrs dursley doch die beiden hatten sich schon seit etlichen jahren nicht mehr gesehen mrs dursley behauptete sogar dass sie gar keine schwester hätte;mrs potter war die schwester von mrs dursley doch die beiden hatten sich schon seit etlichen jahren nicht mehr gesehen mrs dursley behauptete sogar dass sie gar keine schwester hätte;translate;0
