Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
cv-corpus-6.1-2020-12-11/de;0052c07533a6976233ad5926d950b523002c4d8cdd9ae8726dbfec385951bd22aa707a742c49afe20c7d6cb9515dbaddac5b4d6fe8ebddcfbec46a2d3180a3a1;common-voice-de-01v30;common_voice_de_17922420.mp3;common_voice_de_17922420.mp3;0;149;149;56448;zieht euch bitte draußen die schuhe aus;zieht euch bitte draußen die schuhe aus;train;0
cv-corpus-6.1-2020-12-11/de;03ac3eb87717f430b8a64228e61b5829cf6187f790c0fd8263754d97ac8974ca59e8137a2bc9906db53b6c83f6c7aa747adc8b30eafd808ed2095049f5a787eb;common-voice-de-01v30;common_voice_de_18520278.mp3;common_voice_de_18520278.mp3;0;194;194;73728;was soll es ich bin bereit;was soll es ich bin bereit;train8;10000
cv-corpus-6.1-2020-12-11/de;0497af98ed3a4300df41acdad9092f8a608ec193733ba0124feda8ed6f3bbc67116faa997e2fb09b52f2e6870ab6fe0c81b39116526efbcb578bbf42ed2e1dab;common-voice-de-01v30;common_voice_de_18204372.mp3;common_voice_de_18204372.mp3;0;273;273;104064;das internet besteht aus vielen computern die miteinander verbunden sind;das internet besteht aus vielen computern die miteinander verbunden sind;train;0
cv-corpus-6.1-2020-12-11/de;05adbec1ccc723a881575c5e93da4cff89412f3e806bdeec27e1445e64bee1a62aa8d1c97b46dbe9ea411f7177796f04ffe85603a4b8e5b57584d15d1c1536d8;common-voice-de-01v30;common_voice_de_17826889.mp3;common_voice_de_17826889.mp3;0;172;172;65280;der uranus ist der siebente planet in unserem sonnensystem;der uranus ist der siebente planet in unserem sonnensystem;train;0
cv-corpus-6.1-2020-12-11/de;089487abd205588284ef22d657f47b228c76b49dd10d91c3136b9f6cc0350cc183860c916e1443c5514c9d4674a29252ce0ec764eab20c58a3d5852007475f6e;common-voice-de-01v30;common_voice_de_20873706.mp3;common_voice_de_20873706.mp3;0;175;175;66432;sie war die cousine von carl maria von weber;sie war die cousine von carl maria von weber;train7;1
cv-corpus-6.1-2020-12-11/de;08c3a50f5b384cf598e0461332a4846f73aa7cc476fc92a67aa859c5418f88fc1aab3fac47d5ad077a53bd0d768bd4f8449ab4bc4d62271ccd143fac054535d4;common-voice-de-01v30;common_voice_de_20361955.mp3;common_voice_de_20361955.mp3;0;399;399;152448;seinen vornamen erhielt er in gedenken an seinen früh verstorbenen onkel;seinen vornamen erhielt er in gedenken an seinen früh verstorbenen onkel;train7;0
cv-corpus-6.1-2020-12-11/de;09915bf9242f73ec814889b5225087f049e4eca947a13273670d6fcf30f5dfc869d215dbe54d7780efabf0d775fe8547cccfc1d820fb57414fbc7b885c6558ea;common-voice-de-01v30;common_voice_de_20284573.mp3;common_voice_de_20284573.mp3;0;252;252;96000;vorher und danach war der löwe im wappen;vorher und danach war der löwe im wappen;train7;0
cv-corpus-6.1-2020-12-11/de;0c52dc86bc9e56ca15d79864b0266c117df05fece6e30666ea4ffac3357ce8a004873c7029e63fd76b43be266f0daeb44f0bf8eb6ee762647e30b8f18d2bb5eb;common-voice-de-01v30;common_voice_de_17886464.mp3;common_voice_de_17886464.mp3;0;230;230;87552;weshalb möchtest du nach bergheim;weshalb möchtest du nach bergheim;train;0
cv-corpus-6.1-2020-12-11/de;0cbebcf6d9c195ca54798e519ba62909d947d83daa8bfab1bf2efd23b017039ec22b9effdd26e41cce79caaa72418d6ffce1e491b2a9a853da04b1ded2f61f67;common-voice-de-01v30;common_voice_de_19714269.mp3;common_voice_de_19714269.mp3;0;120;120;45312;auflage des wettbewerbs;auflage des wettbewerbs;train9;10000
cv-corpus-6.1-2020-12-11/de;0e3211dfdd7ade5d33a59f7f08a13d573b5ad126715c323eed431d3815111a887939f42b2a46a3249d0071ca28f1c4e8fcc0d959e5590a93dc255605977d49ba;common-voice-de-01v30;common_voice_de_21387840.mp3;common_voice_de_21387840.mp3;0;169;169;64128;wir müssen zwei dinge ganz klar unterscheiden;wir müssen zwei dinge ganz klar unterscheiden;train;0
cv-corpus-6.1-2020-12-11/de;10a698a843843a3f48d5cab47a6728a429e34a7193f7577a798ed835d5c06303558b3d4aa578650cfff14cb21621d12f6f301d53be751dad7e4820bdde2cb6c3;common-voice-de-01v30;common_voice_de_18226103.mp3;common_voice_de_18226103.mp3;0;240;240;91392;ich hätte sie nicht bestehen lassen;ich hätte sie nicht bestehen lassen;train;0
cv-corpus-6.1-2020-12-11/de;14cba5ff472611e63b686b6b1faa24a6073bcc16b03843f646c19eb4488053cb5168a92d872b6b6a4d6cf352edef1e642e27f5eda265f836cdf7f6583eefd325;common-voice-de-01v30;common_voice_de_22214188.mp3;common_voice_de_22214188.mp3;0;148;148;56064;fünf;fünf;train;0
cv-corpus-6.1-2020-12-11/de;1791fdb2b8126100bcb9bcbdffbd68ba21ab25a905ee60eab2d36fe8c01e74bf0d36b3bf3a29192e1f5f3b1c989b5567dacc02b5a769d222aeb6c33c8e835b35;common-voice-de-01v30;common_voice_de_17943895.mp3;common_voice_de_17943895.mp3;0;150;150;56832;das publikum fordert lautstark eine zugabe;das publikum fordert lautstark eine zugabe;train;0
