DsId;Sprecher;Orginaldatei;Datei;Start;End;Length;Duration;Size;Translated0;OriginalText;Action;Sort1
HspSections-065;Unbekannt;00000108.mp3;00000108.mp3;0;54720;57;1.7100000000000013;27586;noch eigenes geld besitzen;noch eigenes geld besitzen;train8;100
HspSections-065;Unbekannt;00000375.mp3;00000375.mp3;0;54720;57;1.7100000000000013;27586;wie mein bester du;wie mein bester du;train9;200000
HspSections-065;Unbekannt;00000688.mp3;00000688.mp3;0;54720;57;1.7100000000000013;27586;in siebenunddreißig büchern;in siebenunddreißig büchern;train9;120000
HspSections-065;Unbekannt;00001899.mp3;00001899.mp3;0;54720;57;1.7100000000000013;27586;keins aber mehr als dieses;keins aber mehr als dieses;ignore;10000
HspSections-065;Unbekannt;00002266.mp3;00002266.mp3;0;54720;57;1.7100000000000013;27586;lucylus ist böse;lucylus ist böse;train9;200000
HspSections-065;Unbekannt;00002505.mp3;00002505.mp3;0;54720;57;1.7100000000000013;27586;was sagen wir denn selbst;was sagen wir denn selbst;train9;200000
HspSections-065;Unbekannt;00002684.mp3;00002684.mp3;0;54720;57;1.7100000000000013;27586;das niedrig gewachsene;das niedrig gewachsene;train9;200000
HspSections-065;Unbekannt;00002701.mp3;00002701.mp3;0;54720;57;1.7100000000000013;27586;achtzehnhunderteinundzwanzig;achtzehnhunderteinundzwanzig;train9;10
HspSections-065;Unbekannt;00003100.mp3;00003100.mp3;0;54720;57;1.7100000000000013;27586;dem schluss nämlich;dem schluss nämlich;train8;100
HspSections-065;Unbekannt;00003135.mp3;00003135.mp3;0;54720;57;1.7100000000000013;27586;und doch nicht abgeschreckt werden;und doch nicht abgeschreckt werden;train9;200000
HspSections-065;Unbekannt;00003293.mp3;00003293.mp3;0;54720;57;1.7100000000000013;27586;was kommt dabei heraus;was kommt dabei heraus;train9;200000
HspSections-065;Unbekannt;00003366.mp3;00003366.mp3;0;54720;57;1.7100000000000013;27586;in wissen verwandelt hatte;in wissen verwandelt hatte;train9;120000
HspSections-065;Unbekannt;00003942.mp3;00003942.mp3;0;54720;57;1.7100000000000013;27586;mill hatte geschrieben;mill hatte geschrieben;train9;200000
HspSections-065;Unbekannt;00003951.mp3;00003951.mp3;0;54720;57;1.7100000000000013;27586;nur der engländer tut das;nur der engländer tut das;train9;200000
HspSections-065;Unbekannt;00004199.mp3;00004199.mp3;0;54720;57;1.7100000000000013;27586;ebenso ist es beim disputieren;ebenso ist es beim disputieren;train9;200000
HspSections-065;Unbekannt;00004443.mp3;00004443.mp3;0;54720;57;1.7100000000000013;27586;sokrates in hipia major;sokrates in hipia major;train9;200000
HspSections-065;Unbekannt;00004547.mp3;00004547.mp3;0;54720;57;1.7100000000000013;27586;intellektus es lumen;intellektus es lumen;train8;200
HspSections-065;Unbekannt;00004767.mp3;00004767.mp3;0;54720;57;1.7100000000000013;27586;legt man zum voraus ins wort;legt man zum voraus ins wort;train9;200000
HspSections-065;Unbekannt;00004799.mp3;00004799.mp3;0;54720;57;1.7100000000000013;27586;und legt man es neben weiß;und legt man es neben weiß;train9;200000
HspSections-065;Unbekannt;00004875.mp3;00004875.mp3;0;54720;57;1.7100000000000013;27586;kunstgriff zweiundzwanzig;kunstgriff zweiundzwanzig;train8;10000
HspSections-065;Unbekannt;00004959.mp3;00004959.mp3;0;54720;57;1.7100000000000013;27586;und man hat die lache auf seiner seite;und man hat die lache auf seiner seite;train9;200000
HspSections-065;Unbekannt;00005138.mp3;00005138.mp3;0;54720;57;1.7100000000000013;27586;bleibt nur noch sage zu sehen;bleibt nur noch sage zu sehen;train9;200000
HspSections-065;Unbekannt;00005159.mp3;00005159.mp3;0;54720;57;1.7100000000000013;27586;kunstgriff einunddreißig;kunstgriff einunddreißig;train9;200000
HspSections-065;Unbekannt;00005401.mp3;00005401.mp3;0;54720;57;1.7100000000000013;27586;und ein arabischer spruch ist;und ein arabischer spruch ist;train9;200000
HspSections-065;Unbekannt;00005602.mp3;00005602.mp3;0;54720;57;1.7100000000000013;27586;ist ein mensch nicht gerecht;ist ein mensch nicht gerecht;train9;200000
HspSections-065;Unbekannt;00005620.mp3;00005620.mp3;0;54720;57;1.7100000000000013;27586;also lügen die waisen;also lügen die waisen;train9;200000
HspSections-065;Unbekannt;00005670.mp3;00005670.mp3;0;54720;57;1.7100000000000013;27586;diese differieren bloß in der form;diese differieren bloß in der form;train8;2
HspSections-065;Unbekannt;00006045.mp3;00006045.mp3;0;54720;57;1.7100000000000013;27586;sind die blätter;sind die blätter;train9;200000
HspSections-065;Unbekannt;00006100.mp3;00006100.mp3;0;54720;57;1.7100000000000013;27586;aber ein materialisierter traum;aber ein materialisierter traum;train9;200000
HspSections-065;Unbekannt;00006382.mp3;00006382.mp3;0;54720;57;1.7100000000000013;27586;als blinder drang;als blinder drang;train9;200000
HspSections-065;Unbekannt;00006455.mp3;00006455.mp3;0;54720;57;1.7100000000000013;27586;also zum leben;also zum leben;train9;200000
HspSections-065;Unbekannt;00006458.mp3;00006458.mp3;0;54720;57;1.7100000000000013;27586;darstellen muss;darstellen muss;train9;200000
HspSections-065;Unbekannt;00006577.mp3;00006577.mp3;0;54720;57;1.7100000000000013;27586;korporisation;korporisation;train9;10
HspSections-065;Unbekannt;00006594.mp3;00006594.mp3;0;54720;57;1.7100000000000013;27586;eine glühende fantasie;eine glühende fantasie;train9;1
HspSections-065;Unbekannt;00006621.mp3;00006621.mp3;0;54720;57;1.7100000000000013;27586;die einheit der vielheit;die einheit der vielheit;train9;200000
HspSections-065;Unbekannt;00006692.mp3;00006692.mp3;0;54720;57;1.7100000000000013;27586;ist aber allein der wille;ist aber allein der wille;train9;200000
HspSections-065;Unbekannt;00006709.mp3;00006709.mp3;0;54720;57;1.7100000000000013;27586;ihm selbst sind sie fremd;ihm selbst sind sie fremd;train9;100
HspSections-065;Unbekannt;00006792.mp3;00006792.mp3;0;54720;57;1.7100000000000013;27586;in allen seinen vitalen;in allen seinen vitalen;train9;120000
HspSections-065;Unbekannt;00006800.mp3;00006800.mp3;0;54720;57;1.7100000000000013;27586;ist erscheinung des willens;ist erscheinung des willens;train9;200000
HspSections-065;Unbekannt;00006831.mp3;00006831.mp3;0;54720;57;1.7100000000000013;27586;sich nicht mehr ähnlich sehen;sich nicht mehr ähnlich sehen;train9;200000
HspSections-065;Unbekannt;00006893.mp3;00006893.mp3;0;54720;57;1.7100000000000013;27586;in der geschichte der philosophie;in der geschichte der philosophie;train9;120000
HspSections-065;Unbekannt;00006969.mp3;00006969.mp3;0;54720;57;1.7100000000000013;27586;welche die geschlechtsliebe in;welche die geschlechtsliebe in;train9;200000
HspSections-065;Unbekannt;00007017.mp3;00007017.mp3;0;54720;57;1.7100000000000013;27586;als wille der gattung;als wille der gattung;train9;200000
HspSections-065;Unbekannt;00007144.mp3;00007144.mp3;0;54720;57;1.7100000000000013;27586;beziehungsweise spezies;beziehungsweise spezies;train8;100
HspSections-065;Unbekannt;00007180.mp3;00007180.mp3;0;54720;57;1.7100000000000013;27586;ihre individuen;ihre individuen;train9;200000
HspSections-065;Unbekannt;00007215.mp3;00007215.mp3;0;54720;57;1.7100000000000013;27586;sondern als naturwesen;sondern als naturwesen;train9;200000
HspSections-065;Unbekannt;00007244.mp3;00007244.mp3;0;54720;57;1.7100000000000013;27586;und dass doch mein leben ist;und das doch mein leben ist;train8;10000
HspSections-065;Unbekannt;00007287.mp3;00007287.mp3;0;54720;57;1.7100000000000013;27586;seine verwunderung;seine verwunderung;train9;200000
HspSections-065;Unbekannt;00007409.mp3;00007409.mp3;0;54720;57;1.7100000000000013;27586;auch nicht beklagenswerter;auch nicht beklagenswerter;train9;200000
HspSections-065;Unbekannt;00007490.mp3;00007490.mp3;0;54720;57;1.7100000000000013;27586;und ebenso ungestört;und ebenso ungestört;train9;200000
HspSections-065;Unbekannt;00007817.mp3;00007817.mp3;0;54720;57;1.7100000000000013;27586;blickt man in die welt;blickt man in die welt;train9;200000
HspSections-065;Unbekannt;00007985.mp3;00007985.mp3;0;54720;57;1.7100000000000013;27586;und schon durch seinen leib;und schon durch seinen leib;train9;200000
HspSections-065;Unbekannt;00007998.mp3;00007998.mp3;0;54720;57;1.7100000000000013;27586;dieser triumph ist erstaunlich;dieser triumph ist erstaunlich;train9;200000
HspSections-065;Unbekannt;00008600.mp3;00008600.mp3;0;54720;57;1.7100000000000013;27586;kapitel sechs;kapitel sechs;train8;100
HspSections-065;Unbekannt;00008763.mp3;00008763.mp3;0;54720;57;1.7100000000000013;27586;oder auch gnossis;oder auch gnossis;train9;200000
HspSections-065;Unbekannt;00009171.mp3;00009171.mp3;0;54720;57;1.7100000000000013;27586;und dasselbe wie gott;und dasselbe wie gott;train9;200000
HspSections-065;Unbekannt;00009775.mp3;00009775.mp3;0;54720;57;1.7100000000000013;27586;und nicht nach der vernunft;und nicht nach der vernunft;train9;200000
HspSections-065;Unbekannt;00009846.mp3;00009846.mp3;0;54720;57;1.7100000000000013;27586;und zwar umso mehr;und zwar umso mehr;train9;200000
HspSections-065;Unbekannt;00009860.mp3;00009860.mp3;0;54720;57;1.7100000000000013;27586;ist die stoische ethik;ist die stoische ethik;train9;200000
HspSections-065;Unbekannt;00010008.mp3;00010008.mp3;0;54720;57;1.7100000000000013;27586;darum vermag er;darum vermag er;train9;200000
HspSections-065;Unbekannt;00010342.mp3;00010342.mp3;0;54720;57;1.7100000000000013;27586;privatgelehrter autor;privatgelehrter autor;train9;200000
HspSections-065;Unbekannt;00010634.mp3;00010634.mp3;0;54720;57;1.7100000000000013;27586;musste wohl vergeblich bleiben;musste wohl vergeblich bleiben;train9;200000
HspSections-065;Unbekannt;00010799.mp3;00010799.mp3;0;54720;57;1.7100000000000013;27586;aber keine währungspolitik;aber keine währungspolitik;train8;100
HspSections-065;Unbekannt;00010910.mp3;00010910.mp3;0;54720;57;1.7100000000000013;27586;lehrt ein blick in die geschichte;lehrt ein blick in die geschichte;train8;20000
HspSections-065;Unbekannt;00010924.mp3;00010924.mp3;0;54720;57;1.7100000000000013;27586;popper verwandelte;popper verwandelte;train9;200000
HspSections-065;Unbekannt;00011151.mp3;00011151.mp3;0;54720;57;1.7100000000000013;27586;müssen altern und sterben;müssen altern und sterben;train9;200000
HspSections-065;Unbekannt;00011496.mp3;00011496.mp3;0;54720;57;1.7100000000000013;27586;oft starb er im tier;oft starb er im tier;train9;200000
HspSections-065;Unbekannt;00011513.mp3;00011513.mp3;0;54720;57;1.7100000000000013;27586;es bezeugte die einweihung;es bezeugte die einweihung;train9;120000
HspSections-065;Unbekannt;00011589.mp3;00011589.mp3;0;54720;57;1.7100000000000013;27586;teils begründen sie sie anders;teils begründen sie sie anders;train9;200000
HspSections-065;Unbekannt;00011633.mp3;00011633.mp3;0;54720;57;1.7100000000000013;27586;der mann war täter;der mann war täter;train9;200000
HspSections-065;Unbekannt;00011791.mp3;00011791.mp3;0;54720;57;1.7100000000000013;27586;hat teil an jedem leben;hat teil an jedem leben;train9;200000
HspSections-065;Unbekannt;00011818.mp3;00011818.mp3;0;54720;57;1.7100000000000013;27586;zu klarst im wasser verwandelt;zu klarst im wasser verwandelt;train9;120000
HspSections-065;Unbekannt;00011864.mp3;00011864.mp3;0;54720;57;1.7100000000000013;27586;die metamorphose des sängers;die metamorphose des sängers;train9;200000
HspSections-065;Unbekannt;00011886.mp3;00011886.mp3;0;54720;57;1.7100000000000013;27586;orpheus erstarrte;orpheus erstarrte;train8;1
HspSections-065;Unbekannt;00011986.mp3;00011986.mp3;0;54720;57;1.7100000000000013;27586;sie betet zu ihren schwestern;sie betet zu ihren schwestern;train8;100
HspSections-065;Unbekannt;00012054.mp3;00012054.mp3;0;54720;57;1.7100000000000013;27586;dura superbia;dura superbia;train9;200000
HspSections-065;Unbekannt;00012125.mp3;00012125.mp3;0;54720;57;1.7100000000000013;27586;sie alle versteinen;sie alle versteinen;train9;200000
HspSections-065;Unbekannt;00012403.mp3;00012403.mp3;0;54720;57;1.7100000000000013;27586;der erzwungenen;der erzwungenen;train8;200
HspSections-065;Unbekannt;00012482.mp3;00012482.mp3;0;54720;57;1.7100000000000013;27586;holland und die schweiz;holland und die schweiz;train9;200000
HspSections-065;Unbekannt;00012579.mp3;00012579.mp3;0;54720;57;1.7100000000000013;27586;solche geschichts;solche geschichts;train9;10000
HspSections-065;Unbekannt;00012589.mp3;00012589.mp3;0;54720;57;1.7100000000000013;27586;erstens;erstens;train9;10
HspSections-065;Unbekannt;00012633.mp3;00012633.mp3;0;54720;57;1.7100000000000013;27586;die ratlosigkeit;die ratlosigkeit;train9;200000
HspSections-065;Unbekannt;00012738.mp3;00012738.mp3;0;54720;57;1.7100000000000013;27586;vor allem jetzt im osten;vor allem jetzt im osten;train9;200000
HspSections-065;Unbekannt;00012900.mp3;00012900.mp3;0;54720;57;1.7100000000000013;27586;man könnte es wohl;man könnte es wohl;train9;200000
HspSections-065;Unbekannt;00012914.mp3;00012914.mp3;0;54720;57;1.7100000000000013;27586;analog den mönchen;analog den mönchen;train8;2
